word	when	label	sentences
looked	1 Before	Low Intensity Complaint	RT @xLauren_Mx: Do NOT fly your dogs if you can avoid it	 and especially not with @united. I definitely would not trust them with m…
#UnitedAirlines	1 Before	Not a Complaint	RT @juliejohnsson: Bloomberg exclusive: @United was skeptical of @Boeing's proposed new MOM twinjets. Not any more. https://t.co/O0vd3smFax via @technology
does	1 Before	Not a Complaint	RT @juliejohnsson: Bloomberg exclusive: @United was skeptical of @Boeing's proposed new MOM twinjets. Not any more. https://t.co/O0vd3smFax via @technology
there	1 Before	Not a Complaint	RT @atully501: Shout out to @united. Weather delayed flight / missed connection. Easily switched to a direct flight at no charge on the united app
change	1 Before	Not a Complaint	United Airlines CEO explains why the Boeing 747 jumbo jet will soon go away @united #747 #Boeing https://t.co/PTyLHbG6IK https://t.co/fuWpLDinjB
fucking	1 Before	Not a Complaint	Home sweet home. Thank you @united for La La Land and arriving 40 minutes early!
timing	1 Before	Not a Complaint	@PersianCeltic @united Keep tweeting anything you hear!
Denver	1 Before	Not a Complaint	@hopevista @united give him another ten in the hope he passes out
spandex	1 Before	Not a Complaint	@hopevista @united give him another ten in the hope he passes out
again.	1 Before	High Intensity Complaint	RT @xLauren_Mx: Do NOT fly your dogs if you can avoid it	 and especially not with @united. I definitely would not trust them with m…
u	1 Before	Not a Complaint	RT @united: In honor of #WomensHistoryMonth	 meet 2 of our pilots whose dreams came true when they earned their United wings:…
ever	1 Before	General Negative Complaint	RT @xLauren_Mx: Do NOT fly your dogs if you can avoid it	 and especially not with @united. I definitely would not trust them with m…
policy	1 Before	Low Intensity Complaint	@united Nope	 like I said. Very little help at gates or on the phone.
It’s	1 Before	High Intensity Complaint	@united Nope	 like I said. Very little help at gates or on the phone.
@NickNicotera:	1 Before	Not a Complaint	RT @SecretFlying: Detroit to San Juan	 Puerto Rico for only $253 roundtrip with @United. https://t.co/Ydf9FmyH7e https://t.co/zWTjSumBHj
decide	1 Before	Not a Complaint	RT @drplanespotters: Boeing 737-800 de @united en Puerto Plata (POP/MDPP). Foto @Sonikkito. https://t.co/yBp1aTg05Q
PR	1 Before	Not a Complaint	RT @airfarewatchdog: #Chicago #ORD to Los Angeles #LAX $127 round-trip	 nonstop	 on @united https://t.co/sP4WebAtMR #airfare https://t.co/K9fCr3NbSS
other	1 Before	High Intensity Complaint	@united one of your staff just called me a fucking asshole WOW NEVER FLYING UNITED I want REFUND
most	1 Before	Not a Complaint	@united Im going to in a few minutes	 just haven't had good luck with your company in the past with refunds.
And	1 Before	Not a Complaint	RT @PilotSalaryHQ: United Airlines CEO explains why the Boeing 747 jumbo jet will soon go away @united #747 #Boeing…
treat	1 Before	General Negative Complaint	@united is the biggest joke of an airline. Your customer service is pitiful.
Just	1 Before	General Negative Complaint	@billho888 If it's @united don't count on it.
rules	1 Before	High Intensity Complaint	@united @TheDemCoalition - Will not fly United because of United offering Ivanka merchandise! #BoycottTrump
DM	1 Before	Not a Complaint	RT @united: Flight attendant training: complete. ✔️🎓 ✈️ See what it took for our latest graduating class to earn their wings.…
She	1 Before	Not a Complaint	RT @united: Flight attendant training: complete. ✔️🎓 ✈️ See what it took for our latest graduating class to earn their wings.…
policing	1 Before	Not a Complaint	RT @united: Flight attendant training: complete. ✔️🎓 ✈️ See what it took for our latest graduating class to earn their wings.…
How	1 Before	Not a Complaint	I pay @united extra for economy plus	 then my flight get cancelled. Now I gotta go to Chicago to get to Dublin. I am NOT happy. #NewCarrier
1)	1 Before	High Intensity Complaint	@united just got screamed at by yr cust serv @EWRairport. patiently waited for Mgr 	none in sight #notfriendly #unitedfails #gotavideo
really	1 Before	General Negative Complaint	RT @xLauren_Mx: Do NOT fly your dogs if you can avoid it	 and especially not with @united. I definitely would not trust them with m…
too	1 Before	Not a Complaint	RT @reinaldopulido: Un nuevo #DiezXUno con @PROCOLOMBIACO #UsabilidadAgenciasdeViajes @IATA @Avianca @Leoescocina @united #Anato2017 https://t.co/Xuhk7YQyag
right?	1 Before	Not a Complaint	RT @TerrorEvents: Hi @easyJet	 @British_Airways	 @airfrance	 @united	 @Delta and @AmericanAir. Cold you please follow for an urgent DM?
visit	1 Before	Not a Complaint	RT @TerrorEvents: Hi @easyJet	 @British_Airways	 @airfrance	 @united	 @Delta and @AmericanAir. Cold you please follow for an urgent DM?
10-year-old	1 Before	Not a Complaint	RT @TerrorEvents: Hi @easyJet	 @British_Airways	 @airfrance	 @united	 @Delta and @AmericanAir. Cold you please follow for an urgent DM?
@United.	1 Before	General Negative Complaint	When you're sitting next to a married couple who've been bickering & the @United flight hasn't even taken off yet. (TG not in middle seat)
4	1 Before	Not a Complaint	@united haha! You must be a Texan! I did not know that about the Brazos	 so I appreciate the new knowledge! 😀
normal	1 Before	General Negative Complaint	RT @TerrorEvents: .@easyJet	 @British_Airways	 @united	 @Delta. Follow us for a DM? Is about an #ISIL guide mentioning your names. 2 airlines responded so far
many	1 Before	Not a Complaint	RT @TerrorEvents: .@easyJet	 @British_Airways	 @united	 @Delta. Follow us for a DM? Is about an #ISIL guide mentioning your names. 2 airlines responded so far
back	1 Before	Not a Complaint	RT @TerrorEvents: Hi @easyJet	 @British_Airways	 @airfrance	 @united	 @Delta and @AmericanAir. Cold you please follow for an urgent DM?
Flight	1 Before	High Intensity Complaint	RT @TerrorEvents: Hi @easyJet	 @British_Airways	 @airfrance	 @united	 @Delta and @AmericanAir. Cold you please follow for an urgent DM?
needs	1 Before	High Intensity Complaint	Another @united flight	 another @united delay. #yay #neverontime 👌 https://t.co/BlPDHRQmCE
social	1 Before	Not a Complaint	@Twitter not letting me send this as a tweet. Funny that. @delta @SouthwestAir @united @VirginAmerica @TSA #fucktheTSA #RUININGAMERICA https://t.co/EyjijiPtab
Minneapolis	1 Before	Not a Complaint	RT @PeerIGN: Should've brought my Pro Controller! This tablet holder changes everything. Thanks	 @united @NintendoAmerica https://t.co/oClKuhcWDf
#United	1 Before	Not a Complaint	@PeerIGN @united @NintendoAmerica Wow that is awesome 😊
congrats	1 Before	High Intensity Complaint	@Quetzi @johncoles @united worse. I'm being polite right now. Who on earth serves food and drink right in the middle of turbulence TWICE!!
another	1 Before	High Intensity Complaint	@united As long as my ride is able to pick me up from LAX instead of SNA	 which is a sizable distance	 things should be frustratingly ok.
sure	1 Before	Not a Complaint	RT @PeerIGN: Should've brought my Pro Controller! This tablet holder changes everything. Thanks	 @united @NintendoAmerica https://t.co/oClKuhcWDf
record!	1 Before	High Intensity Complaint	@Slowpoke101 @johncoles @united So you guys paid all that money to watch their cabin crew socialise? Wow
you’d	1 Before	High Intensity Complaint	@united my husband is trying to get on an earlier flight leaving Boston. Logan Airport is there a direct number? Not the 800#
didn't	1 Before	Not a Complaint	@united UA 611
better	1 Before	Not a Complaint	@GayleKing @united very happy they did it for you but it should be done for everyone
old	1 Before	Not a Complaint	RT @united: Greetings from @BoeingAirplanes as the third 777-300ER joins the New Spirit of United! ✈️ https://t.co/txgw26zpzY
company	1 Before	High Intensity Complaint	@united @BoeingAirplanes Makes one smile!!
NOT	1 Before	Not a Complaint	RT @ChiefsRewards: Congrats to Brittney W. from Kansas City	 MO for winning the @united VIP trip to the Chiefs vs. Raiders game in 201…
day	1 Before	Low Intensity Complaint	@united I tweeted too soon	 flight got canceled as we were sitting on the plane. #onhold #helpme #notagain
getting	1 Before	Not a Complaint	@thedollop @united May the force be with you! https://t.co/N0003zyKc7
not…	1 Before	Not a Complaint	@united is the WORST airline. Never again will I fly with them. Ridiculous delays UA2380 NOone cares that much about the toilet!!! 😑
appropriate.	1 Before	Not a Complaint	Get Powder. Storm headed to @redresort	 get there from Newark	 others for $443 on @United! https://t.co/RPUH6qQjrb
let	1 Before	Not a Complaint	RT @airlivenet: LIVE Brand new @united Boeing 777-300 just landed at Chicago ORD from Everett https://t.co/MmUB6g6BfG
im	1 Before	High Intensity Complaint	RT @BoeingAirplanes: Another brand new 777-300ER for @united. Proud to celebrate Women in Aviation Month with your crew. #Boeing…
literally	1 Before	Low Intensity Complaint	RT @PeerIGN: Should've brought my Pro Controller! This tablet holder changes everything. Thanks	 @united @NintendoAmerica https://t.co/oClKuhcWDf
gray	1 Before	Not a Complaint	RT @baileyrowsell94: Such a beautiful aircraft ✈️💙@united @iLove_Aviation #avgeek https://t.co/xhMwAWKhBl
clothing…	1 Before	Low Intensity Complaint	@united she snapped back at me that's endeavor and therefore not eligible - no worries was going to do you a favor
staff	1 Before	High Intensity Complaint	RT @BoeingAirplanes: Another brand new 777-300ER for @united. Proud to celebrate Women in Aviation Month with your crew. #Boeing…
won't	1 Before	Not a Complaint	RT @FlySJC: Celebrating @United Airline's inaugural flight btwn SJC & Chicago O’Hare! Twice-daily flights starting…now. Book at…
words.	1 Before	Not a Complaint	@united my flight on *Tuesday* was delayed. Why am I receiving this notification today? https://t.co/Js0QiWCy2A
avoid	1 Before	Not a Complaint	@united be prepared to get us on another flight to MSY. Signed United patron. Thanks!
@SouthwestAir	1 Before	High Intensity Complaint	RT @united: Our all female flight crew delivered our third 777-300ER ✈️ today. Talk about girl power! #WomensHistoryMonth https://t.co/MyVOq34bqE
disgusting	1 Before	Not a Complaint	@AmericanAir you guys need to match the LAX-AKL sale @united and @Qantas is putting on! I want to go to New Zealand!!
i	1 Before	Not a Complaint	Made it to NJ after an easy @united flight. Dinner at a classic Jersey diner with parents	 Janet and Bruce. HOLY HELL I AM EXHAUSTED 😴 https://t.co/zXjjjcJpZM
Good	1 Before	Not a Complaint	@SiviaSimrat I've committed to boycotting @united for a few years now. The staff are incredibly rude!
I've	1 Before	Not a Complaint	RT @united: Our all female flight crew delivered our third 777-300ER ✈️ today. Talk about girl power! #WomensHistoryMonth https://t.co/MyVOq34bqE
also	1 Before	General Negative Complaint	RT @jeffpope0: @weareunited @united 777-300 water canon salute at ORD https://t.co/HAwGZN3ohz
before	1 Before	Not a Complaint	RT @KristySwansonXO: Hey Pals...heads up @united airlines does not provide any news on their inflight TV & when you buy their wifi also no news channel access 🤑🤡
first	1 Before	Not a Complaint	RT @SecretFlying: Los Angeles to Trinidad for only $336 roundtrip with either @AmericanAir or @United https://t.co/NRezAKXAvY https://t.co/3m0SateTPY
man!!	1 Before	Not a Complaint	RT @SecretFlying: Los Angeles to Trinidad for only $336 roundtrip with either @AmericanAir or @United https://t.co/NRezAKXAvY https://t.co/3m0SateTPY
But	1 Before	High Intensity Complaint	Seriously @united ? Your #CX is lacking. You could do so much better at very little effort.
bad	1 Before	High Intensity Complaint	@JennNangreaves @lukepoirier @united find Luke's fucking bag #day87 #united
these	1 Before	Not a Complaint	RT @EddieFisher1R: @stumptowncoffee @bluesmart @united my travel made easier. https://t.co/U8jPsVOqdf
